"concept","frequency","relative_frequency-across_texts","relative_percentage-across_texts","tf-idf","gram_type","number_of_texts"
"mailrelayinyh","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"alignment","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"eip","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"eis","3","0.0017964071856287425","1.554976182948131E-5","1.277034826008658E-4","single","1"
"someplace","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"eim","13","0.007784431137724551","6.738230126108568E-5","3.8054956761318366E-4","single","13"
"reactivated","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"owning","8","0.004790419161676647","4.14660315452835E-5","2.830584945597294E-4","single","4"
"stats","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"railways","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"state","522","0.3125748502994012","0.0027056585583297484","0.008908617473764662","single","137"
"offpeak","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"kohn","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"experiencing","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"kroll","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"landing","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"designs","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"indy","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"leader","16","0.009580838323353293","8.2932063090567E-5","4.5114873770096684E-4","single","16"
"irena","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"tradition","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"blow","9","0.005389221556886228","4.6649285488443934E-5","2.8061149121221446E-4","single","9"
"defendants","4","0.0023952095808383233","2.073301577264175E-5","1.4749376422551374E-4","single","3"
"libertarians","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"negotiated","25","0.014970059880239521","1.2958134857901093E-4","6.63654238719403E-4","single","22"
"inch","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"transacting","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"borchardt","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"melnbardis","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"tight_lipped","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","ngram","1"
"struggled","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"traditions","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"_dropbox","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","ngram","1"
"orders-commercial","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"tides","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"vinegar","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"infect","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"struggles","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"altra","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"detroit","9","0.005389221556886228","4.6649285488443934E-5","3.0803131914953374E-4","single","5"
"consulted","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"specialty","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"kicks","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"educate","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"iceberg","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"lsunotes","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"investment-grade","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"benefit","27","0.016167664670658683","1.399478564653318E-4","6.988565714894105E-4","single","25"
"incumbency","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"threatening","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"captive","7","0.004191616766467066","3.628277760212306E-5","2.58114087394649E-4","single","3"
"gjs","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"workforce","7","0.004191616766467066","3.628277760212306E-5","2.3957991489408182E-4","single","5"
"bermuda","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"reference_period_end_dtm","3","0.0017964071856287425","1.554976182948131E-5","1.277034826008658E-4","ngram","1"
"forward-looking","5","0.0029940119760479044","2.5916269715802187E-5","1.9487534838397025E-4","single","2"
"one-stop","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"pursell","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"camping","4","0.0023952095808383233","2.073301577264175E-5","1.559002787071762E-4","single","2"
"obert","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"abel","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"espeak","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"commentator","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"spokeswoman","10","0.005988023952095809","5.183253943160437E-5","3.328068319955056E-4","single","6"
"constructively","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"number","252","0.15089820359281436","0.0013061799936764302","0.0037870891863663525","single","203"
"gis","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"psychological","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gir","5","0.0029940119760479044","2.5916269715802187E-5","1.7691155909983086E-4","single","4"
"rossi","7","0.004191616766467066","3.628277760212306E-5","2.3296478239685393E-4","single","6"
"gil","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"pespective","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"low-end","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"cheryl","29","0.017365269461077845","1.503143643516527E-4","7.631571784793621E-4","single","23"
"overhang","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gio","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"larock-some","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"contingency","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"partying","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"chengdu","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"ballassa","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gig","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"typically","6","0.003592814371257485","3.109952365896262E-5","2.0535421276635582E-4","single","5"
"exhaustion","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"screw","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"shut_off","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","ngram","1"
"rosanna","3","0.0017964071856287425","1.554976182948131E-5","1.277034826008658E-4","single","1"
"endeavors","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ght","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"condensate","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"reconfirm","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"traveled","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"arisen","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"stake","6","0.003592814371257485","3.109952365896262E-5","2.0535421276635582E-4","single","5"
"stairs","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"wheelchair","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"accommodate","9","0.005389221556886228","4.6649285488443934E-5","2.8061149121221446E-4","single","9"
"fills","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"intervention","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"swamp","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"crashed","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"arises","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"shilpa","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"year-old","7","0.004191616766467066","3.628277760212306E-5","2.728254877375583E-4","single","2"
"compounds","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"ellwood","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"rodford","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"abid","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"nonstop","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"palermo","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"stain","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"responsibilty","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"bolster","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"charlene","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"hardest","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"lufthansa","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gga","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"banks","21","0.012574850299401197","1.0884833280636919E-4","5.855338292207832E-4","single","17"
"auditor","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mrha","9","0.005389221556886228","4.6649285488443934E-5","2.9233512972445553E-4","single","7"
"stall","6","0.003592814371257485","3.109952365896262E-5","2.2124064633827057E-4","single","3"
"edits","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"mrongin","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"in-house","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"breen","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"kprc","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"willnot","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"almighty","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"boundary","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"doctor","23","0.013772455089820359","1.1921484069269005E-4","7.871911489376973E-4","single","5"
"close","77","0.04610778443113772","3.991105536233537E-4","0.0015821034319683847","single","70"
"roseann","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ieves","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"facts","13","0.007784431137724551","6.738230126108568E-5","4.1326420152079787E-4","single","8"
"leap_year","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","ngram","1"
"valarie","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"disaggregate","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"reclass","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gen","11","0.006586826347305389","5.701579337476481E-5","3.660875151950562E-4","single","6"
"occasionally","7","0.004191616766467066","3.628277760212306E-5","2.273717675634654E-4","single","7"
"postal","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"devochku","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ger","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"shortstop","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ges","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"refusals","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"overcharge","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"finder","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"apology","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"draining","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mrhv","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"galowski","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"exhausting","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"delivieries","6","0.003592814371257485","3.109952365896262E-5","2.2124064633827057E-4","single","3"
"gea","5","0.0029940119760479044","2.5916269715802187E-5","2.1283913766810965E-4","single","1"
"tiering","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"stubbs","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"edith","4","0.0023952095808383233","2.073301577264175E-5","1.4749376422551374E-4","single","3"
"synergies","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gee","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ged","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"pregozen","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"symb","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"cbboudrea","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"verbage","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"carefully","12","0.00718562874251497","6.219904731792525E-5","3.675953312507771E-4","single","10"
"stans","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mlandry","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"larkin","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"louvar","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"banff","11","0.006586826347305389","5.701579337476481E-5","4.056078516201628E-4","single","3"
"safely","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"gda","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"england","21","0.012574850299401197","1.0884833280636919E-4","6.147339169136044E-4","single","13"
"agave","5","0.0029940119760479044","2.5916269715802187E-5","1.8436720528189216E-4","single","3"
"swain","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"doyle","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"merits_memo","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","ngram","1"
"coronado","4","0.0023952095808383233","2.073301577264175E-5","1.559002787071762E-4","single","2"
"gdl","5","0.0029940119760479044","2.5916269715802187E-5","1.9487534838397025E-4","single","2"
"ratepayers","5","0.0029940119760479044","2.5916269715802187E-5","1.7691155909983086E-4","single","4"
"discipline","5","0.0029940119760479044","2.5916269715802187E-5","1.8436720528189216E-4","single","3"
"stamp","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"billio","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"fraction","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"jaesoo","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"practitioners","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"purchasers","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"accessories","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"persons","15","0.008982035928143712","7.774880914740656E-5","4.2796973475723725E-4","single","15"
"headquarters","8","0.004790419161676647","4.14660315452835E-5","2.543164317051064E-4","single","8"
"goodpasture","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"superty","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"systemic","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"connecticut","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"stand","25","0.014970059880239521","1.2958134857901093E-4","6.470894180457505E-4","single","25"
"stanf","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"stomach","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"isaac","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"sorrow","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"dunk","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"customerletter","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"bands","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"nwng","34","0.02035928143712575","1.7623063406745486E-4","0.0014473061361431456","single","1"
"confines","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"thailand","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"inception","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"subsistence","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gaz","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"receipt","38","0.022754491017964073","1.9696364984009661E-4","9.412067929780486E-4","single","31"
"impose","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"bette","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"homemade","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"third-party","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"break","22","0.013173652694610778","1.1403158674952963E-4","6.068985278907554E-4","single","18"
"operation","32","0.019161676646706587","1.65864126181134E-4","8.350453595486339E-4","single","24"
"ivins","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"bobbie","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"midtown","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"pending","25","0.014970059880239521","1.2958134857901093E-4","6.578941193787604E-4","single","23"
"shonnie","5","0.0029940119760479044","2.5916269715802187E-5","1.7691155909983086E-4","single","4"
"eroding","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"duns","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"confined","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"guarantees","10","0.005988023952095809","5.183253943160437E-5","3.1179054579134945E-4","single","9"
"import","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"prperly","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"operatior","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"central","84","0.05029940119760479","4.3539333122547674E-4","0.0017581971335591572","single","65"
"betty","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"dunn","42","0.025149700598802394","2.1769666561273837E-4","0.001265834951035368","single","11"
"mischaracterized","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gac","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"screen","17","0.010179640718562874","8.811531703372743E-5","4.793455338072772E-4","single","16"
"walke","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gad","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gaf","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"monahans-ftstockton","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"attantion","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"flexible","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"weatherunderground","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"guaranteed","9","0.005389221556886228","4.6649285488443934E-5","2.9233512972445553E-4","single","7"
"morrow","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"prime","6","0.003592814371257485","3.109952365896262E-5","2.1229387091979704E-4","single","4"
"gas","548","0.3281437125748503","0.00284042316085192","0.0074891145121165304","single","264"
"haircuts","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"traffic","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"sitting","16","0.009580838323353293","8.2932063090567E-5","4.6836869860084144E-4","single","13"
"postaraus","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"hammers","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"dickerson","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"operating","73","0.043712574850299404","3.7837753785071194E-4","0.0015981094478896409","single","54"
"gay","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"trieschman","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"lateness","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"gal","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"evaluations","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"gan","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"novel","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"novem","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gap","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"sergei","4","0.0023952095808383233","2.073301577264175E-5","1.7027131013448772E-4","single","1"
"trenchant","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"talent","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"addressing","9","0.005389221556886228","4.6649285488443934E-5","2.8061149121221446E-4","single","9"
"protect","17","0.010179640718562874","8.811531703372743E-5","4.7400357603587213E-4","single","17"
"dupe","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"posted","68","0.0407185628742515","3.524612681349097E-4","0.0015087960236909313","single","51"
"recover","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"collusion","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"interprets","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"tushar","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"divelbiss","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"tulare","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"handed","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"co-pilot","3","0.0017964071856287425","1.554976182948131E-5","1.277034826008658E-4","single","1"
"flooded","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ecklund","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"files","38","0.022754491017964073","1.9696364984009661E-4","9.288925552776993E-4","single","33"
"clock","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"gwoon","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"quicken","93","0.05568862275449102","4.8204261671392067E-4","0.003095103537558202","single","6"
"veggies","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"sparrow","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"flight","29","0.017365269461077845","1.503143643516527E-4","8.085943355906055E-4","single","17"
"billed","8","0.004790419161676647","4.14660315452835E-5","2.543164317051064E-4","single","8"
"walls","4","0.0023952095808383233","2.073301577264175E-5","1.4749376422551374E-4","single","3"
"docframe","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"dimichele","5","0.0029940119760479044","2.5916269715802187E-5","1.8436720528189216E-4","single","3"
"preoccupations","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"staab","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"betsy","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"resemblance","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"cortopassi","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"filed","72","0.04311377245508982","3.7319428390755147E-4","0.001569369743978979","single","55"
"remains","18","0.010778443113772455","9.329857097688787E-5","5.018861393320999E-4","single","17"
"location","74","0.04431137724550898","3.8356079179387235E-4","0.0015795891953251779","single","60"
"uncover","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"procedures","68","0.0407185628742515","3.524612681349097E-4","0.0016219035656646463","single","37"
"espeed","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"prior","112","0.06706586826347305","5.80524441633969E-4","0.0021817392067643086","single","86"
"upposed","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"squeeze","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"alves","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"syst","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"tokyo","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"centres","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"official","30","0.017964071856287425","1.5549761829481313E-4","7.963850864632837E-4","single","22"
"maharashtra","9","0.005389221556886228","4.6649285488443934E-5","3.318609695074059E-4","single","3"
"centralize","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"returning","13","0.007784431137724551","6.738230126108568E-5","3.8054956761318366E-4","single","13"
